"","ID","Case.Number","Date","Block","IUCR","Primary.Type","Description","Location.Description","Arrest","Domestic","Beat","District","Ward","Community.Area","FBI.Code","X.Coordinate","Y.Coordinate","Year","Updated.On","Latitude","Longitude","Location"
"1",22130,"HY444338","9/30/15","015XX N HARDING AVE",110,"HOMICIDE","FIRST DEGREE MURDER","STREET",FALSE,FALSE,2535,25,30,23,"01A",1149764,1909990,2015,"10/9/2015 15:58",41.90892826,-87.72527428,"(41.908928255, -87.725274277)"
"2",22129,"HY444358","9/30/15","107XX S EGGLESTON AVE",110,"HOMICIDE","FIRST DEGREE MURDER","YARD",FALSE,FALSE,2233,22,34,49,"01A",1175194,1833638,2015,"10/9/2015 15:58",41.69887828,-87.63413845,"(41.698878276, -87.634138449)"
"3",22128,"HY443182","9/29/15","072XX S EXCHANGE AVE",110,"HOMICIDE","FIRST DEGREE MURDER","PARKING LOT",FALSE,FALSE,334,3,7,43,"01A",1193952,1857506,2015,"10/9/2015 15:58",41.76393581,-87.56467602,"(41.763935813, -87.564676016)"
"4",22127,"HY442430","9/29/15","003XX W 42ND ST",110,"HOMICIDE","FIRST DEGREE MURDER","PARK PROPERTY",FALSE,FALSE,925,9,3,37,"01A",1174451,1877100,2015,"10/9/2015 15:58",41.81815976,-87.63556819,"(41.818159764, -87.635568188)"
"5",22125,"HY442430","9/29/15","003XX W 42ND ST",110,"HOMICIDE","FIRST DEGREE MURDER","PARK PROPERTY",FALSE,FALSE,925,9,3,37,"01A",1174451,1877100,2015,"10/9/2015 15:58",41.81815976,-87.63556819,"(41.818159764, -87.635568188)"
"6",22126,"HY442430","9/29/15","003XX W 42ND ST",110,"HOMICIDE","FIRST DEGREE MURDER","PARK PROPERTY",FALSE,FALSE,925,9,3,37,"01A",1174451,1877100,2015,"10/9/2015 15:58",41.81815976,-87.63556819,"(41.818159764, -87.635568188)"
"7",22122,"HY442160","9/28/15","053XX S ABERDEEN ST",110,"HOMICIDE","FIRST DEGREE MURDER","STREET",FALSE,FALSE,934,9,16,61,"01A",1169890,1869399,2015,"10/9/2015 15:58",41.79712782,-87.65252315,"(41.797127818, -87.652523151)"
"8",22123,"HY442160","9/28/15","053XX S ABERDEEN ST",110,"HOMICIDE","FIRST DEGREE MURDER","STREET",FALSE,FALSE,934,9,16,61,"01A",1169890,1869399,2015,"10/9/2015 15:58",41.79712782,-87.65252315,"(41.797127818, -87.652523151)"
"9",22124,"HY441412","9/28/15","001XX N KEDZIE AVE",110,"HOMICIDE","FIRST DEGREE MURDER","STREET",FALSE,FALSE,1222,12,27,27,"01A",1155029,1900649,2015,"10/9/2015 15:58",41.88319163,-87.70618385,"(41.883191631, -87.706183852)"
"10",22121,"HY439941","9/27/15","096XX S MORGAN ST",110,"HOMICIDE","FIRST DEGREE MURDER","STREET",FALSE,FALSE,2223,22,21,73,"01A",1171350,1840820,2015,"10/9/2015 15:58",41.71867154,-87.64800406,"(41.718671544, -87.64800406)"
"11",22120,"HY440415","9/27/15","039XX W ROOSEVELT RD",110,"HOMICIDE","FIRST DEGREE MURDER","STREET",FALSE,FALSE,1132,11,24,29,"01A",1150330,1894421,2015,"10/9/2015 15:58",41.86619423,-87.72360143,"(41.866194233, -87.723601432)"
"12",22119,"HY439900","9/27/15","011XX W 18TH ST",110,"HOMICIDE","FIRST DEGREE MURDER","AUTO",FALSE,FALSE,1235,12,25,31,"01A",1169201,1891572,2015,"10/9/2015 15:58",41.85798765,-87.65440722,"(41.857987652, -87.65440722)"
"13",22117,"HY439020","9/26/15","007XX E 47TH ST",110,"HOMICIDE","FIRST DEGREE MURDER","HALLWAY",TRUE,FALSE,223,2,4,38,"01A",1182174,1874015,2015,"10/9/2015 15:58",41.8095187,-87.6073336,"(41.809518699, -87.607333603)"
"14",22116,"HY437443","9/25/15","121XX S BISHOP ST",110,"HOMICIDE","FIRST DEGREE MURDER","HOUSE",FALSE,TRUE,524,5,34,53,"01A",1168861,1824253,2015,"10/9/2015 15:58",41.67326301,-87.65759646,"(41.673263009, -87.657596463)"
"15",22115,"HY436629","9/24/15","030XX S MICHIGAN AVE",110,"HOMICIDE","FIRST DEGREE MURDER","STREET",FALSE,FALSE,133,1,2,35,"01A",1177743,1884647,2015,"10/9/2015 15:58",41.83879534,-87.62326333,"(41.838795341, -87.623263328)"
"16",22113,"HY435847","9/24/15","092XX S UNIVERSITY AVE",110,"HOMICIDE","FIRST DEGREE MURDER","STREET",FALSE,FALSE,413,4,8,47,"01A",1185490,1843990,2015,"10/9/2015 15:58",41.72704984,-87.59611516,"(41.727049838, -87.596115157)"
"17",22114,"HY429076","9/23/15","055XX W CONGRESS PKWY",110,"HOMICIDE","FIRST DEGREE MURDER","STREET",FALSE,FALSE,1522,15,29,25,"01A",1139504,1897134,2015,"9/30/2015 15:35",41.8738432,-87.76327898,"(41.873843195, -87.763278976)"
"18",22112,"HY433852","9/22/15","092XX S COTTAGE GROVE AVE",110,"HOMICIDE","FIRST DEGREE MURDER","STREET",TRUE,FALSE,633,6,8,44,"01A",1183184,1843681,2015,"9/30/2015 15:35",41.72625579,-87.60457183,"(41.726255791, -87.604571828)"
"19",10244875,"HY433114","9/22/15","058XX S PULASKI RD",130,"HOMICIDE","SECOND DEGREE MURDER","STREET",FALSE,FALSE,813,8,13,62,"01A",1150707,1865354,2015,"9/30/2015 15:35",41.78642309,-87.72297551,"(41.786423093, -87.722975512)"
"20",22111,"HY432757","9/21/15","055XX W POTOMAC AVE",110,"HOMICIDE","FIRST DEGREE MURDER","ALLEY",FALSE,FALSE,2532,25,37,25,"01A",1139085,1908108,2015,"9/30/2015 15:35",41.90396486,-87.76455029,"(41.903964862, -87.764550294)"
"21",22110,"HY431578","9/20/15","101XX S CALUMET AVE",110,"HOMICIDE","FIRST DEGREE MURDER","STREET",FALSE,FALSE,511,5,9,49,"01A",1180372,1837727,2015,"9/30/2015 15:35",41.70998212,-87.61505429,"(41.709982123, -87.615054293)"
"22",22109,"HY430209","9/20/15","034XX W FLOURNOY ST",110,"HOMICIDE","FIRST DEGREE MURDER","YARD",FALSE,FALSE,1133,11,24,27,"01A",1153451,1896817,2015,"9/30/2015 15:35",41.87270772,-87.71208025,"(41.872707718, -87.712080245)"
"23",22108,"HY431514","9/20/15","016XX N CENTRAL AVE",110,"HOMICIDE","FIRST DEGREE MURDER","STREET",FALSE,FALSE,2532,25,37,25,"01A",1138794,1910262,2015,"9/30/2015 15:35",41.90988098,-87.76556686,"(41.909880981, -87.765566855)"
"24",22107,"HY430817","9/20/15","084XX S HERMITAGE AVE",110,"HOMICIDE","FIRST DEGREE MURDER","STREET",FALSE,FALSE,614,6,18,71,"01A",1166148,1848709,2015,"9/30/2015 15:35",41.74043221,-87.66683349,"(41.740432213, -87.666833487)"
"25",22105,"HY430656","9/20/15","117XX S LA SALLE ST",110,"HOMICIDE","FIRST DEGREE MURDER","STREET",FALSE,FALSE,522,5,34,53,"01A",1177368,1827046,2015,"9/30/2015 15:35",41.68074015,-87.62637641,"(41.680740148, -87.626376407)"
"26",22106,"HY430544","9/20/15","058XX S LA SALLE ST",110,"HOMICIDE","FIRST DEGREE MURDER","STREET",FALSE,FALSE,232,2,20,68,"01A",1176298,1866287,2015,"9/30/2015 15:35",41.78844651,-87.62911782,"(41.788446509, -87.629117823)"
"27",22104,"HY430167","9/19/15","011XX E 44TH ST",110,"HOMICIDE","FIRST DEGREE MURDER","YARD",FALSE,FALSE,222,2,4,39,"01A",1184460,1875896,2015,"9/30/2015 15:35",41.814627,-87.59889009,"(41.814627001, -87.598890085)"
"28",22103,"HY430052","9/19/15","012XX N KEELER AVE",110,"HOMICIDE","FIRST DEGREE MURDER","STREET",TRUE,FALSE,2534,25,37,23,"01A",1148156,1907842,2015,"10/9/2015 15:56",41.90306505,-87.73123676,"(41.903065053, -87.731236756)"
"29",22102,"HY429510","9/19/15","035XX W 24TH ST",110,"HOMICIDE","FIRST DEGREE MURDER","STREET",FALSE,FALSE,1024,10,22,30,"01A",1153241,1887830,2015,"9/30/2015 15:35",41.84805053,-87.71308962,"(41.848050533, -87.713089622)"
"30",22101,"HY427585","9/18/15","002XX S LARAMIE AVE",110,"HOMICIDE","FIRST DEGREE MURDER","STREET",FALSE,FALSE,1522,15,29,25,"01A",1141756,1898612,2015,"9/30/2015 15:35",41.87785768,-87.75497403,"(41.877857676, -87.754974025)"
"31",22098,"HY426270","9/16/15","115XX S CHURCH ST",110,"HOMICIDE","FIRST DEGREE MURDER","STREET",TRUE,FALSE,2212,22,34,75,"01A",1165511,1827942,2015,"10/9/2015 15:56",41.68345772,-87.66975378,"(41.683457718, -87.669753776)"
"32",22099,"HY425242","9/16/15","091XX S YATES BLVD",110,"HOMICIDE","FIRST DEGREE MURDER","HOUSE",FALSE,FALSE,413,4,7,48,"01A",1193756,1844897,2015,"9/24/2015 19:50",41.72934048,-87.56580662,"(41.729340475, -87.565806616)"
"33",22097,"HY423835","9/15/15","085XX S BURLEY AVE",110,"HOMICIDE","FIRST DEGREE MURDER","APARTMENT",FALSE,FALSE,424,4,10,46,"01A",1199293,1849013,2015,"9/24/2015 19:50",41.74049781,-87.54538556,"(41.740497814, -87.545385562)"
"34",22095,"HY423657","9/14/15","038XX W VAN BUREN ST",110,"HOMICIDE","FIRST DEGREE MURDER","STREET",FALSE,FALSE,1133,11,24,26,"01A",1150820,1897748,2015,"9/24/2015 19:50",41.87531434,-87.72171556,"(41.875314335, -87.721715561)"
"35",22094,"HY422267","9/14/15","008XX E BOWEN AVE",110,"HOMICIDE","FIRST DEGREE MURDER","STREET",FALSE,FALSE,214,2,4,36,"01A",1182598,1877649,2015,"9/24/2015 19:50",41.81948083,-87.60566559,"(41.81948083, -87.605665593)"
"36",22096,"HY422355","9/14/15","108XX S MORGAN ST",110,"HOMICIDE","FIRST DEGREE MURDER","HOUSE",FALSE,FALSE,2234,22,34,75,"01A",1171584,1832762,2015,"9/24/2015 19:50",41.69655406,-87.6473821,"(41.696554057, -87.647382098)"
"37",22092,"HY422170","9/14/15","083XX S WOOD ST",110,"HOMICIDE","FIRST DEGREE MURDER","STREET",FALSE,FALSE,614,6,18,71,"01A",1165799,1849431,2015,"9/24/2015 19:50",41.7424209,-87.66809174,"(41.742420897, -87.66809174)"
"38",22091,"HY422047","9/13/15","084XX S LOOMIS BLVD",110,"HOMICIDE","FIRST DEGREE MURDER","STREET",FALSE,FALSE,613,6,21,71,"01A",1168470,1848704,2015,"9/24/2015 19:50",41.74036883,-87.65832606,"(41.740368828, -87.658326062)"
"39",22089,"HY418059","9/10/15","016XX N FRANCISCO AVE",110,"HOMICIDE","FIRST DEGREE MURDER","STREET",FALSE,FALSE,1421,14,1,24,"01A",1156884,1910708,2015,"9/17/2015 11:37",41.91075703,-87.6990991,"(41.910757025, -87.699099103)"
"40",22088,"HY416191","9/9/15","082XX S KENWOOD AVE",110,"HOMICIDE","FIRST DEGREE MURDER","YARD",FALSE,FALSE,411,4,8,45,"01A",1186638,1850688,2015,"9/17/2015 11:37",41.74540279,-87.59169851,"(41.745402793, -87.591698509)"
"41",22087,"HY414739","9/8/15","033XX N KEELER AVE",110,"HOMICIDE","FIRST DEGREE MURDER","STREET",FALSE,FALSE,1731,17,30,16,"01A",1147817,1922092,2015,"9/17/2015 11:37",41.94217492,-87.732115,"(41.942174917, -87.732114997)"
"42",22085,"HY414436","9/7/15","031XX W FIFTH AVE",110,"HOMICIDE","FIRST DEGREE MURDER","STREET",FALSE,FALSE,1124,11,28,27,"01A",1155577,1899080,2015,"9/17/2015 11:37",41.87887513,-87.70421379,"(41.878875132, -87.70421379)"
"43",22086,"HY413844","9/7/15","008XX E 81ST ST",110,"HOMICIDE","FIRST DEGREE MURDER","STREET",FALSE,FALSE,631,6,8,44,"01A",1183138,1851471,2015,"9/17/2015 11:37",41.74763349,-87.60449867,"(41.747633492, -87.604498673)"
"44",22084,"HY412481","9/6/15","072XX S GREEN ST",110,"HOMICIDE","FIRST DEGREE MURDER","STREET",FALSE,FALSE,733,7,17,68,"01A",1171888,1856904,2015,"9/17/2015 11:37",41.76279644,-87.64556274,"(41.762796436, -87.64556274)"
"45",22083,"HY412330","9/6/15","011XX W RANDOLPH ST",110,"HOMICIDE","FIRST DEGREE MURDER","STREET",TRUE,FALSE,1224,12,27,28,"01A",1168987,1901192,2015,"9/17/2015 11:37",41.88439032,-87.65491365,"(41.884390318, -87.654913645)"
"46",22082,"HY412263","9/6/15","061XX S COTTAGE GROVE AVE",110,"HOMICIDE","FIRST DEGREE MURDER","ALLEY",FALSE,FALSE,313,3,20,42,"01A",1182620,1864479,2015,"9/17/2015 11:37",41.78334076,-87.60599371,"(41.783340761, -87.605993706)"
"47",22080,"HY410903","9/5/15","016XX N MAYFIELD AVE",110,"HOMICIDE","FIRST DEGREE MURDER","STREET",FALSE,FALSE,2531,25,29,25,"01A",1136839,1910396,2015,"9/17/2015 11:37",41.91028398,-87.77274562,"(41.91028398, -87.772745617)"
"48",22081,"HY410924","9/5/15","018XX S DRAKE AVE",110,"HOMICIDE","FIRST DEGREE MURDER","STREET",FALSE,FALSE,1021,10,24,29,"01A",1152997,1890738,2015,"9/17/2015 11:37",41.85603526,-87.71390813,"(41.856035263, -87.713908132)"
"49",22078,"HY410760","9/4/15","011XX S RICHMOND ST",110,"HOMICIDE","FIRST DEGREE MURDER","AUTO",FALSE,FALSE,1135,11,28,29,"01A",1156863,1895013,2015,"9/17/2015 11:37",41.86768891,-87.69960208,"(41.867688909, -87.69960208)"
"50",10222837,"HY409243","9/3/15","057XX N SHERIDAN RD",142,"HOMICIDE","RECKLESS HOMICIDE","STREET",FALSE,FALSE,2022,20,48,77,"01B",1168593,1938326,2015,"9/10/2015 11:43",41.9862963,-87.65528197,"(41.9862963, -87.655281972)"
"51",22077,"HY408225","9/3/15","016XX W 115TH ST",110,"HOMICIDE","FIRST DEGREE MURDER","PARKING LOT",TRUE,FALSE,2234,22,34,75,"01A",1167266,1828441,2015,"10/9/2015 15:56",41.68478979,-87.6633151,"(41.684789786, -87.6633151)"
"52",22075,"HY408120","9/2/15","007XX N LONG AVE",110,"HOMICIDE","FIRST DEGREE MURDER","STREET",FALSE,FALSE,1524,15,37,25,"01A",1140187,1904331,2015,"9/10/2015 11:43",41.8935802,-87.76059494,"(41.893580201, -87.760594937)"
"53",22073,"HY408008","9/2/15","008XX W 68TH ST",110,"HOMICIDE","FIRST DEGREE MURDER","STREET",FALSE,FALSE,723,7,17,68,"01A",1171674,1859756,2015,"9/10/2015 11:43",41.77062737,-87.64626359,"(41.770627366, -87.646263585)"
"54",22071,"HY407978","9/2/15","068XX S MERRILL AVE",110,"HOMICIDE","FIRST DEGREE MURDER","HALLWAY",FALSE,FALSE,331,3,5,43,"01A",1191725,1859996,2015,"9/10/2015 11:43",41.77082289,-87.57275763,"(41.770822885, -87.572757629)"
"55",22074,"HY407689","9/2/15","059XX W DIVERSEY AVE",110,"HOMICIDE","FIRST DEGREE MURDER","PARKING LOT",FALSE,FALSE,2514,25,30,19,"01A",1136133,1917995,2015,"9/10/2015 11:43",41.93114915,-87.77515753,"(41.931149149, -87.775157527)"
"56",22072,"HY402928","9/2/15","033XX W WALNUT ST",110,"HOMICIDE","FIRST DEGREE MURDER","STREET",FALSE,FALSE,1123,11,28,27,"01A",1153965,1901425,2015,"9/10/2015 11:43",41.88534232,-87.71007025,"(41.885342324, -87.710070246)"
"57",22070,"HY407022","9/2/15","026XX E 74TH PL",110,"HOMICIDE","FIRST DEGREE MURDER","STREET",TRUE,FALSE,334,3,7,43,"01A",1195243,1856193,2015,"9/30/2015 15:32",41.76030109,-87.55998757,"(41.760301092, -87.559987568)"
"58",22069,"HY406845","9/2/15","050XX N WINTHROP AVE",110,"HOMICIDE","FIRST DEGREE MURDER","STREET",TRUE,FALSE,2024,20,48,3,"01A",1167957,1933812,2015,"9/10/2015 11:43",41.97392356,-87.6577521,"(41.973923557, -87.657752098)"
"59",22068,"HY406845","9/2/15","050XX N WINTHROP AVE",110,"HOMICIDE","FIRST DEGREE MURDER","STREET",TRUE,FALSE,2024,20,48,3,"01A",1167957,1933812,2015,"9/10/2015 11:43",41.97392356,-87.6577521,"(41.973923557, -87.657752098)"
"60",22067,"HY406781","9/2/15","027XX W LEXINGTON ST",110,"HOMICIDE","FIRST DEGREE MURDER","STREET",FALSE,FALSE,1135,11,2,27,"01A",1158251,1896590,2015,"9/10/2015 11:43",41.87198812,-87.69446339,"(41.871988123, -87.694463394)"
"61",22066,"HY406754","9/2/15","013XX S KOSTNER AVE",110,"HOMICIDE","FIRST DEGREE MURDER","PORCH",FALSE,FALSE,1011,10,24,29,"01A",1147264,1893380,2015,"9/10/2015 11:43",41.86339681,-87.73488372,"(41.863396806, -87.734883724)"
"62",22065,"HY406264","9/1/15","061XX W FULLERTON AVE",110,"HOMICIDE","FIRST DEGREE MURDER","PARK PROPERTY",FALSE,FALSE,2512,25,29,19,"01A",1135255,1915305,2015,"9/10/2015 11:43",41.92378312,-87.77844804,"(41.923783122, -87.778448036)"
"63",22064,"HY405238","8/31/15","004XX N LAWLER AVE",110,"HOMICIDE","FIRST DEGREE MURDER","PORCH",FALSE,FALSE,1532,15,28,25,"01A",1142624,1902469,2015,"9/10/2015 11:43",41.88842566,-87.75169092,"(41.888425663, -87.751690918)"
"64",22063,"HY405177","8/31/15","049XX S DREXEL BLVD",110,"HOMICIDE","FIRST DEGREE MURDER","STREET",FALSE,FALSE,222,2,4,39,"01A",1183148,1872501,2015,"9/10/2015 11:43",41.80534153,-87.60380831,"(41.805341531, -87.603808314)"
"65",22062,"HY404385","8/31/15","039XX N SPAULDING AVE",110,"HOMICIDE","FIRST DEGREE MURDER","HOUSE",FALSE,FALSE,1733,17,33,16,"01A",1153687,1926021,2015,"9/10/2015 11:43",41.95284137,-87.71043508,"(41.95284137, -87.710435076)"
"66",22061,"HY402725","8/30/15","060XX S THROOP ST",110,"HOMICIDE","FIRST DEGREE MURDER","STREET",FALSE,FALSE,713,7,16,67,"01A",1168694,1864653,2015,"9/10/2015 11:43",41.78413015,-87.65704593,"(41.784130147, -87.657045934)"
"67",22060,"HY402811","8/30/15","082XX S INGLESIDE AVE",110,"HOMICIDE","FIRST DEGREE MURDER","STREET",FALSE,FALSE,631,6,8,44,"01A",1183999,1850536,2015,"9/10/2015 11:43",41.7450477,-87.60137289,"(41.745047697, -87.601372888)"
"68",22059,"HY401623","8/29/15","030XX W LEXINGTON ST",110,"HOMICIDE","FIRST DEGREE MURDER","STREET",FALSE,FALSE,1134,11,28,27,"01A",1156317,1896547,2015,"9/10/2015 11:43",41.87190941,-87.7015651,"(41.871909407, -87.701565099)"
"69",22100,"HY400038","8/28/15","066XX S MICHIGAN AVE",110,"HOMICIDE","FIRST DEGREE MURDER","AUTO",FALSE,FALSE,322,3,20,69,"01A",NA,NA,2015,"9/24/2015 19:50",NA,NA,""
"70",22055,"HY398643","8/26/15","011XX W 51ST ST",110,"HOMICIDE","FIRST DEGREE MURDER","ALLEY",FALSE,FALSE,933,9,16,61,"01A",1169612,1870980,2015,"9/10/2015 11:43",41.80147229,-87.65349676,"(41.801472294, -87.653496757)"
"71",22057,"HY397947","8/26/15","030XX W VAN BUREN ST",110,"HOMICIDE","FIRST DEGREE MURDER","PARK PROPERTY",FALSE,FALSE,1134,11,28,27,"01A",1155960,1898002,2015,"9/10/2015 11:43",41.87590928,-87.70283656,"(41.875909279, -87.702836558)"
"72",22056,"HY397947","8/26/15","030XX W VAN BUREN ST",110,"HOMICIDE","FIRST DEGREE MURDER","PARK PROPERTY",FALSE,FALSE,1134,11,28,27,"01A",1155960,1898002,2015,"9/10/2015 11:43",41.87590928,-87.70283656,"(41.875909279, -87.702836558)"
"73",22054,"HY397524","8/25/15","107XX S WENTWORTH AVE",110,"HOMICIDE","FIRST DEGREE MURDER","STREET",FALSE,FALSE,513,5,34,49,"01A",1176857,1833520,2015,"9/1/2015 15:10",41.69851726,-87.62805289,"(41.698517258, -87.62805289)"
"74",22053,"HY395938","8/25/15","011XX N CICERO AVE",110,"HOMICIDE","FIRST DEGREE MURDER","GAS STATION",FALSE,FALSE,1531,15,37,25,"01A",1144151,1907349,2015,"9/1/2015 15:10",41.9017884,-87.74596047,"(41.9017884, -87.745960471)"
"75",22052,"HY397193","8/25/15","050XX S DORCHESTER AVE",110,"HOMICIDE","FIRST DEGREE MURDER","AUTO",FALSE,FALSE,222,2,4,39,"01A",1186405,1872022,2015,"9/1/2015 15:10",41.80395064,-87.59187829,"(41.803950638, -87.591878288)"
"76",22051,"HY396147","8/24/15","012XX N KEELER AVE",110,"HOMICIDE","FIRST DEGREE MURDER","AUTO",TRUE,FALSE,2534,25,37,23,"01A",1148158,1907752,2015,"9/24/2015 19:47",41.90281805,-87.73123173,"(41.902818046, -87.73123173)"
"77",22049,"HY394828","8/23/15","024XX W 58TH ST",110,"HOMICIDE","FIRST DEGREE MURDER","STREET",FALSE,FALSE,824,8,16,63,"01A",1160941,1866136,2015,"8/31/2015 15:43",41.78836352,-87.68543053,"(41.788363519, -87.685430532)"
"78",22048,"HY394808","8/23/15","010XX N LAMON AVE",110,"HOMICIDE","FIRST DEGREE MURDER","AUTO",FALSE,FALSE,1531,15,37,25,"01A",1143508,1906312,2015,"8/31/2015 15:43",41.89895481,-87.74834829,"(41.898954812, -87.748348292)"
"79",22047,"HY393931","8/23/15","015XX N AVERS AVE",110,"HOMICIDE","FIRST DEGREE MURDER","STREET",FALSE,FALSE,2535,25,30,23,"01A",1150424,1910011,2015,"8/31/2015 15:43",41.90897302,-87.72284918,"(41.908973017, -87.722849178)"
"80",22046,"HY393536","8/22/15","040XX S ALBANY AVE",110,"HOMICIDE","FIRST DEGREE MURDER","STREET",FALSE,FALSE,921,9,14,58,"01A",1156350,1877516,2015,"8/31/2015 15:43",41.81968548,-87.70195762,"(41.819685484, -87.701957617)"
"81",22045,"HY392566","8/22/15","052XX S MENARD AVE",110,"HOMICIDE","FIRST DEGREE MURDER","STREET",FALSE,FALSE,811,8,23,56,"01A",1138586,1869264,2015,"8/31/2015 15:43",41.79738034,-87.76732375,"(41.797380337, -87.767323748)"
"82",22044,"HY392002","8/21/15","038XX W LEXINGTON ST",110,"HOMICIDE","FIRST DEGREE MURDER","STREET",TRUE,FALSE,1133,11,24,26,"01A",1150891,1896422,2015,"10/9/2015 15:56",41.87167425,-87.72148958,"(41.871674253, -87.721489579)"
"83",22042,"HY391099","8/21/15","013XX N BURLING ST",110,"HOMICIDE","FIRST DEGREE MURDER","APARTMENT",TRUE,TRUE,1822,18,27,8,"01A",1170994,1908956,2015,"8/31/2015 15:43",41.90565144,-87.64731578,"(41.905651437, -87.647315778)"
"84",22050,"HX266828","8/20/15","069XX S SOUTH SHORE DR",110,"HOMICIDE","FIRST DEGREE MURDER","STREET",FALSE,FALSE,331,3,5,43,"01A",1193430,1859374,2015,"8/31/2015 15:43",41.76907453,-87.56652819,"(41.769074527, -87.566528191)"
"85",22041,"HY389714","8/20/15","027XX N CENTRAL PARK AVE",110,"HOMICIDE","FIRST DEGREE MURDER","AUTO",FALSE,FALSE,2524,25,35,22,"01A",1151917,1917883,2015,"8/31/2015 15:43",41.93054519,-87.71715677,"(41.930545187, -87.717156771)"
"86",22040,"HY388840","8/19/15","074XX S HARVARD AVE",110,"HOMICIDE","FIRST DEGREE MURDER","YARD",TRUE,FALSE,731,7,17,69,"01A",1175245,1855588,2015,"8/31/2015 15:43",41.75911086,-87.63329808,"(41.759110864, -87.63329808)"
"87",22038,"HY386779","8/17/15","043XX W VAN BUREN ST",110,"HOMICIDE","FIRST DEGREE MURDER","PORCH",FALSE,FALSE,1131,11,24,26,"01A",1147557,1897670,2015,"8/24/2015 15:30",41.87516347,-87.73369812,"(41.875163473, -87.733698124)"
"88",22037,"HY386808","8/17/15","038XX W MONROE ST",110,"HOMICIDE","FIRST DEGREE MURDER","PORCH",FALSE,FALSE,1122,11,28,26,"01A",1150761,1899385,2015,"8/24/2015 15:30",41.8798076,-87.72188937,"(41.879807597, -87.721889369)"
"89",22039,"HY385366","8/17/15","016XX S SPRINGFIELD AVE",110,"HOMICIDE","FIRST DEGREE MURDER","STREET",TRUE,FALSE,1014,10,24,29,"01A",1150669,1891448,2015,"10/9/2015 15:56",41.85802936,-87.72243459,"(41.858029356, -87.722434585)"
"90",22036,"HY385366","8/16/15","016XX S SPRINGFIELD AVE",110,"HOMICIDE","FIRST DEGREE MURDER","STREET",TRUE,FALSE,1014,10,24,29,"01A",1150669,1891448,2015,"10/9/2015 15:56",41.85802936,-87.72243459,"(41.858029356, -87.722434585)"
"91",22035,"HY384750","8/16/15","057XX S PAULINA ST",110,"HOMICIDE","FIRST DEGREE MURDER","STREET",FALSE,FALSE,715,7,15,67,"01A",1165989,1866709,2015,"8/24/2015 15:30",41.78983002,-87.66690508,"(41.789830022, -87.666905081)"
"92",22033,"HY382553","8/15/15","041XX W WILCOX ST",110,"HOMICIDE","FIRST DEGREE MURDER","STREET",TRUE,FALSE,1115,11,28,26,"01A",1148732,1899012,2015,"8/24/2015 15:30",41.87882347,-87.72934928,"(41.878823468, -87.729349283)"
"93",22034,"HY383024","8/15/15","059XX S MARSHFIELD AVE",110,"HOMICIDE","FIRST DEGREE MURDER","ALLEY",FALSE,FALSE,714,7,15,67,"01A",1166358,1865336,2015,"8/24/2015 15:30",41.78605448,-87.66559116,"(41.786054484, -87.665591164)"
"94",22032,"HY383014","8/15/15","003XX N CENTRAL PARK AVE",110,"HOMICIDE","FIRST DEGREE MURDER","STREET",FALSE,FALSE,1123,11,28,27,"01A",1152321,1902190,2015,"8/24/2015 15:30",41.88747417,-87.71608714,"(41.88747417, -87.716087141)"
"95",22031,"HY382200","8/14/15","001XX W VAN BUREN ST",110,"HOMICIDE","FIRST DEGREE MURDER","OFFICE",FALSE,TRUE,122,1,2,32,"01A",1174896,1898494,2015,"8/24/2015 15:30",41.87685661,-87.63329606,"(41.876856607, -87.633296057)"
"96",22030,"HY380866","8/13/15","046XX S WESTERN AVE",110,"HOMICIDE","FIRST DEGREE MURDER","STREET",TRUE,FALSE,922,9,12,58,"01A",1161154,1873630,2015,"8/20/2015 16:17",41.80892361,-87.68444211,"(41.808923611, -87.684442113)"
"97",22029,"HY380282","8/13/15","002XX W 93RD PL",110,"HOMICIDE","FIRST DEGREE MURDER","AUTO",FALSE,FALSE,634,6,21,49,"01A",1176164,1843150,2015,"8/20/2015 16:17",41.72495887,-87.63030241,"(41.724958867, -87.630302412)"
"98",10192719,"HY380084","8/12/15","060XX W FULLERTON AVE",142,"HOMICIDE","RECKLESS HOMICIDE","STREET",FALSE,FALSE,2512,25,29,19,"01B",1135557,1915314,2015,"8/19/2015 15:57",41.92380245,-87.77733814,"(41.923802451, -87.777338138)"
"99",22028,"HY378773","8/11/15","007XX E 131ST ST",110,"HOMICIDE","FIRST DEGREE MURDER","CHA PARKING LOT",FALSE,FALSE,533,5,9,54,"01A",1183788,1818527,2015,"8/19/2015 15:57",41.65721583,-87.60314042,"(41.657215827, -87.603140417)"
"100",22027,"HY374842","8/10/15","012XX S ST LOUIS AVE",110,"HOMICIDE","FIRST DEGREE MURDER","STREET",FALSE,FALSE,1021,10,24,29,"01A",1153240,1893884,2015,"8/17/2015 15:03",41.86466343,-87.71293275,"(41.864663432, -87.712932753)"
"101",22026,"HY375951","8/9/15","015XX S KILDARE AVE",110,"HOMICIDE","FIRST DEGREE MURDER","STREET",FALSE,FALSE,1012,10,24,29,"01A",1147971,1892066,2015,"8/17/2015 15:03",41.85977748,-87.73232212,"(41.859777475, -87.732322122)"
